C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\center_2022_11_30_22_22_05_419.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\left_2022_11_30_22_22_05_419.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\right_2022_11_30_22_22_05_419.jpg,0,0,0,0.000151428
C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\center_2022_11_30_22_22_05_487.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\left_2022_11_30_22_22_05_487.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\right_2022_11_30_22_22_05_487.jpg,0,0,0,0.000172121
C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\center_2022_11_30_22_22_05_558.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\left_2022_11_30_22_22_05_558.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\right_2022_11_30_22_22_05_558.jpg,0,0,0,0.000191151
C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\center_2022_11_30_22_22_05_629.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\left_2022_11_30_22_22_05_629.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\right_2022_11_30_22_22_05_629.jpg,0,0,0,0.000286989
C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\center_2022_11_30_22_22_05_698.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\left_2022_11_30_22_22_05_698.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\right_2022_11_30_22_22_05_698.jpg,0,0,0,3.52E-05
C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\center_2022_11_30_22_22_05_768.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\left_2022_11_30_22_22_05_768.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\right_2022_11_30_22_22_05_768.jpg,0,0,0,4.29E-05
C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\center_2022_11_30_22_22_05_838.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\left_2022_11_30_22_22_05_838.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\right_2022_11_30_22_22_05_838.jpg,0,0,0,7.90E-06
C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\center_2022_11_30_22_22_05_907.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\left_2022_11_30_22_22_05_907.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\right_2022_11_30_22_22_05_907.jpg,0,0,0,8.12E-05
C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\center_2022_11_30_22_22_05_975.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\left_2022_11_30_22_22_05_975.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\right_2022_11_30_22_22_05_975.jpg,0,0,0,0.000101231
C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\center_2022_11_30_22_22_06_045.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\left_2022_11_30_22_22_06_045.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\right_2022_11_30_22_22_06_045.jpg,0,0,0,9.90E-05
C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\center_2022_11_30_22_22_06_114.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\left_2022_11_30_22_22_06_114.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\right_2022_11_30_22_22_06_114.jpg,0,0,0,0.000126944
C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\center_2022_11_30_22_22_06_183.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\left_2022_11_30_22_22_06_183.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\right_2022_11_30_22_22_06_183.jpg,0,0,0,0.000136592
C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\center_2022_11_30_22_22_06_252.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\left_2022_11_30_22_22_06_252.jpg,C:\Users\camil\Car\ISY503\Sim\CABO-2Track\IMG\right_2022_11_30_22_22_06_252.jpg,0,0,0,0.000202162
